id_student,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,resource,sharedsubpage,subpage,url,cluster,cluster_label
157752,0,0,0,0,17,0,121,2,91,0,0,0,0,28,19,0,21,1,0,Moderate Engagement
160026,0,0,0,0,0,0,5,0,67,0,0,0,0,15,3,0,5,0,0,Moderate Engagement
165099,0,0,0,0,22,11,68,14,119,0,0,0,0,10,15,0,9,0,0,Moderate Engagement
177554,0,0,0,0,134,0,51,3,42,0,0,0,0,0,5,0,16,0,0,Moderate Engagement
179073,0,0,0,0,3,2,48,5,72,0,0,0,0,0,10,0,13,2,0,Moderate Engagement
179297,0,0,0,0,0,0,31,0,43,0,0,0,0,0,16,0,18,0,0,Moderate Engagement
184583,0,0,0,0,21,0,21,0,15,0,0,0,0,0,1,0,4,0,0,Moderate Engagement
191746,0,0,0,0,11,0,37,0,37,0,0,0,0,209,6,0,10,1,0,Moderate Engagement
191973,0,0,0,0,0,0,80,0,286,0,0,0,0,185,14,0,2,0,0,Moderate Engagement
195221,0,0,0,0,9,2,23,0,55,0,0,0,0,0,3,0,0,1,0,Moderate Engagement
195345,0,0,0,0,0,0,178,0,757,0,0,0,0,198,33,0,38,2,0,Moderate Engagement
195940,0,0,0,0,1,0,62,12,149,0,0,0,0,3,97,0,23,1,0,Moderate Engagement
197527,0,0,0,0,0,0,33,0,77,0,0,0,0,44,2,0,2,0,0,Moderate Engagement
235371,0,0,0,0,0,0,71,0,157,0,0,0,6,17,14,0,10,0,0,Moderate Engagement
247967,0,0,0,0,128,3,80,4,164,0,0,0,0,0,20,0,16,5,0,Moderate Engagement
249154,0,0,0,0,0,0,6,0,25,0,0,0,0,0,2,0,1,0,0,Moderate Engagement
252863,0,0,0,0,0,0,72,1,171,0,0,0,0,2,22,0,25,0,0,Moderate Engagement
254612,0,0,0,0,3,0,60,0,59,0,0,0,0,41,21,0,21,1,0,Moderate Engagement
258268,0,0,0,0,0,0,31,0,99,0,0,0,0,1,5,0,20,0,0,Moderate Engagement
260216,0,0,0,0,0,0,12,0,8,0,0,0,0,0,2,0,5,0,0,Moderate Engagement
264281,0,0,0,0,45,0,49,0,94,0,0,0,0,0,28,0,9,1,0,Moderate Engagement
264694,0,0,0,0,7,0,146,0,456,0,0,0,0,109,14,0,21,2,0,Moderate Engagement
264732,0,0,0,0,7,0,10,0,5,0,0,0,0,0,7,0,0,0,0,Moderate Engagement
267774,0,0,0,0,2,0,20,0,1,0,0,0,0,0,6,0,7,0,0,Moderate Engagement
269510,0,0,0,0,0,0,70,0,106,0,0,0,0,68,27,0,9,0,0,Moderate Engagement
272000,0,0,0,0,0,1,28,0,37,0,0,0,0,0,8,0,6,0,0,Moderate Engagement
272617,0,0,0,0,0,0,24,0,52,0,0,0,0,14,3,0,4,0,0,Moderate Engagement
275296,0,0,0,0,8,0,45,0,32,0,0,0,0,8,8,0,4,3,0,Moderate Engagement
279238,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,Moderate Engagement
280054,0,0,0,0,0,0,82,1,90,0,0,0,0,3,11,0,5,2,0,Moderate Engagement
285470,0,0,0,0,2,0,46,3,28,0,0,0,0,4,29,0,30,0,0,Moderate Engagement
288086,0,0,0,0,0,0,70,0,277,0,0,0,3,19,14,0,9,0,0,Moderate Engagement
288655,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,1,0,0,Moderate Engagement
290184,0,0,0,0,2,0,75,0,61,0,0,0,0,72,22,0,16,0,0,Moderate Engagement
293989,0,0,0,0,12,2,51,2,94,0,0,0,0,58,20,0,20,1,0,Moderate Engagement
297806,0,0,0,0,17,1,20,2,75,0,0,0,0,0,4,0,7,0,0,Moderate Engagement
300819,0,0,0,0,38,0,68,6,220,0,0,0,0,0,24,0,17,2,0,Moderate Engagement
306880,0,0,0,0,6,0,16,5,8,0,0,0,0,48,29,0,3,0,0,Moderate Engagement
308850,0,0,0,0,17,0,29,1,45,0,0,0,0,0,7,0,5,0,0,Moderate Engagement
314675,0,0,0,0,112,0,127,12,104,0,0,0,0,0,16,0,28,2,0,Moderate Engagement
314801,0,0,0,0,0,0,138,0,440,0,0,0,0,47,23,0,30,1,0,Moderate Engagement
321450,0,0,0,0,47,0,47,9,40,0,0,0,0,0,9,0,10,0,0,Moderate Engagement
322574,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,5,1,0,Moderate Engagement
327224,0,0,0,0,12,0,49,6,91,0,0,0,0,1,22,0,20,0,0,Moderate Engagement
338554,0,0,0,0,0,1,55,0,126,0,0,0,3,9,25,0,27,1,0,Moderate Engagement
340592,0,0,0,0,76,0,31,0,2,0,0,0,0,0,5,0,5,0,0,Moderate Engagement
340899,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Moderate Engagement
341611,0,0,0,0,0,0,71,0,78,0,0,0,0,14,12,0,24,3,0,Moderate Engagement
342192,0,0,0,0,3,0,72,5,68,0,0,0,0,32,10,0,21,0,0,Moderate Engagement
343138,0,0,0,0,13,0,130,0,205,0,0,0,0,61,38,0,34,2,0,Moderate Engagement
349924,0,0,0,0,0,0,12,0,26,0,0,0,0,0,2,0,0,0,0,Moderate Engagement
350312,0,0,0,0,4,1,17,0,17,0,0,0,0,53,8,0,3,0,0,Moderate Engagement
351050,0,0,0,0,20,0,92,1,311,0,0,0,0,57,13,0,22,1,0,Moderate Engagement
357901,0,0,0,0,0,0,38,0,202,0,0,0,0,26,22,0,14,2,0,Moderate Engagement
358001,0,0,0,0,3,0,54,3,125,0,0,0,0,123,13,0,23,0,0,Moderate Engagement
361411,0,0,0,0,1,0,98,0,588,0,0,0,0,40,22,0,14,3,0,Moderate Engagement
363213,0,0,0,0,32,2,68,5,78,0,0,0,0,1,16,0,21,3,0,Moderate Engagement
364527,0,0,0,0,16,2,78,2,218,0,0,0,0,0,14,0,7,0,0,Moderate Engagement
369234,0,0,0,0,0,0,96,0,412,0,0,0,2,37,6,0,7,1,0,Moderate Engagement
372602,0,0,0,0,6,1,19,0,69,0,0,0,0,0,4,0,8,0,0,Moderate Engagement
373846,0,0,0,0,127,3,85,1,632,0,0,0,0,56,5,0,2,1,0,Moderate Engagement
379212,0,0,0,0,2,0,59,2,32,0,0,0,0,0,109,0,40,0,0,Moderate Engagement
380515,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,6,0,0,Moderate Engagement
381882,0,0,0,0,0,0,99,0,178,0,0,0,0,186,26,0,13,1,0,Moderate Engagement
384266,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,3,0,0,Moderate Engagement
385341,0,0,0,0,45,0,17,10,29,0,0,0,0,0,9,0,15,0,0,Moderate Engagement
385405,0,0,0,0,13,0,63,0,670,0,0,0,1,0,12,0,6,1,0,Moderate Engagement
387406,0,0,0,0,26,1,75,3,28,0,0,0,0,211,22,0,22,1,0,Moderate Engagement
395169,0,0,0,0,0,0,27,0,32,0,0,0,0,9,2,0,8,0,0,Moderate Engagement
396016,0,0,0,0,0,0,1,0,25,0,0,0,0,1,2,0,1,0,0,Moderate Engagement
396673,0,0,0,0,0,1,156,2,84,0,0,0,0,35,119,0,26,0,0,Moderate Engagement
403213,0,0,0,0,0,1,60,0,245,0,0,0,0,0,6,0,3,2,0,Moderate Engagement
411150,0,0,0,0,0,0,26,0,29,0,0,0,0,0,2,0,3,0,0,Moderate Engagement
412081,0,0,0,0,7,0,105,0,346,0,0,0,0,7,20,0,12,0,0,Moderate Engagement
412343,0,0,0,0,0,0,70,0,72,0,0,0,0,45,8,0,7,1,0,Moderate Engagement
417971,0,0,0,0,132,0,88,6,121,0,0,0,0,73,8,0,26,1,0,Moderate Engagement
417978,0,0,0,0,10,2,142,0,121,0,0,0,0,0,44,0,4,1,0,Moderate Engagement
423613,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Moderate Engagement
425314,0,0,0,0,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,Moderate Engagement
425772,0,0,0,0,28,8,101,2,204,0,0,0,0,49,15,0,14,0,0,Moderate Engagement
430530,0,0,0,0,59,0,58,0,222,0,0,0,0,80,12,0,13,1,0,Moderate Engagement
433064,0,0,0,0,3,0,7,0,0,0,0,0,0,0,2,0,2,0,0,Moderate Engagement
435287,0,0,0,0,4,0,7,0,26,0,0,0,0,0,4,0,1,1,0,Moderate Engagement
442745,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,2,0,0,Moderate Engagement
445647,0,0,0,0,0,0,56,0,57,0,0,0,0,0,8,0,4,0,0,Moderate Engagement
445774,0,0,0,0,10,1,66,0,69,0,0,0,0,42,7,0,15,1,0,Moderate Engagement
446619,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,0,0,Moderate Engagement
447324,0,0,0,0,0,0,60,2,84,0,0,0,0,43,13,0,7,0,0,Moderate Engagement
469579,0,0,0,0,0,0,12,0,10,0,0,0,0,1,3,0,6,1,0,Moderate Engagement
475363,0,0,0,0,76,17,41,2,103,0,0,0,0,0,5,0,27,0,0,Moderate Engagement
481790,0,0,0,0,138,1,99,21,147,0,0,0,0,0,9,0,19,3,0,Moderate Engagement
483508,0,0,0,0,137,0,106,13,433,0,0,0,0,0,29,0,35,0,0,Moderate Engagement
483674,0,0,0,0,8,2,22,0,11,0,0,0,0,0,10,0,11,2,0,Moderate Engagement
484252,0,0,0,0,855,1,114,2,43,0,0,0,0,0,85,0,25,0,0,Moderate Engagement
484550,0,0,0,0,11,0,16,0,38,0,0,0,0,0,4,0,7,0,0,Moderate Engagement
485439,0,0,0,0,184,0,55,2,17,0,0,0,0,13,6,0,8,2,0,Moderate Engagement
485853,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,1,0,0,Moderate Engagement
486516,0,0,0,0,55,0,79,6,146,0,0,0,0,75,14,0,21,1,0,Moderate Engagement
490299,0,0,0,0,0,0,16,0,11,0,0,0,0,0,1,0,4,0,0,Moderate Engagement
492579,0,0,0,0,0,0,32,0,56,0,0,0,0,0,9,0,7,0,0,Moderate Engagement
492676,0,0,0,0,3,0,80,1,90,0,0,0,0,0,22,0,31,2,0,Moderate Engagement
492979,0,0,0,0,24,4,39,0,146,0,0,0,0,0,6,0,6,0,0,Moderate Engagement
493443,0,0,0,0,0,0,135,4,648,0,0,0,3,20,28,0,21,1,0,Moderate Engagement
493609,0,0,0,0,1,0,23,0,31,0,0,0,0,0,22,0,6,1,0,Moderate Engagement
495239,0,0,0,0,4,0,61,0,202,0,0,0,0,0,39,0,82,3,0,Moderate Engagement
495489,0,0,0,0,27,0,79,7,96,0,0,0,0,40,18,0,18,1,0,Moderate Engagement
495522,0,0,0,0,11,0,71,5,62,0,0,0,0,0,23,0,10,0,0,Moderate Engagement
495786,0,0,0,0,24,0,13,0,3,0,0,0,0,0,0,0,7,5,0,Moderate Engagement
496381,0,0,0,0,292,0,159,1,195,0,0,0,0,0,17,0,22,0,0,Moderate Engagement
503159,0,0,0,0,0,0,14,0,164,0,0,0,0,0,5,0,2,0,0,Moderate Engagement
503663,0,0,0,0,13,0,85,0,204,0,0,0,0,78,42,0,28,0,0,Moderate Engagement
505878,0,0,0,0,0,0,33,3,63,0,0,0,0,3,7,0,4,0,0,Moderate Engagement
506679,0,0,0,0,47,0,135,0,419,0,0,0,0,219,9,0,13,0,0,Moderate Engagement
507014,0,0,0,0,1,0,65,2,123,0,0,0,0,13,27,0,20,0,0,Moderate Engagement
507386,0,0,0,0,0,0,33,0,262,0,0,0,0,11,16,0,16,2,0,Moderate Engagement
509466,0,0,0,0,5,1,37,0,22,0,0,0,0,0,18,0,13,4,0,Moderate Engagement
510068,0,0,0,0,7,0,38,1,15,0,0,0,0,0,34,0,27,1,0,Moderate Engagement
510471,0,0,0,0,0,0,102,0,1150,0,0,0,0,176,35,0,20,2,0,Moderate Engagement
511295,0,0,0,0,0,0,16,0,7,0,0,0,0,0,8,0,4,1,0,Moderate Engagement
516588,0,0,0,0,0,0,12,0,6,0,0,0,0,0,2,0,1,0,0,Moderate Engagement
520024,0,0,0,0,65,2,66,4,62,0,0,0,0,73,5,0,11,3,0,Moderate Engagement
521164,0,0,0,0,32,0,44,0,175,0,0,0,0,118,4,0,10,2,0,Moderate Engagement
522478,0,0,0,0,0,0,12,0,1,0,0,0,0,0,69,0,3,0,0,Moderate Engagement
523831,0,0,0,0,26,0,61,2,18,0,0,0,0,3,29,0,12,3,0,Moderate Engagement
524043,0,0,0,0,22,0,70,0,108,0,0,0,0,79,6,0,9,2,0,Moderate Engagement
527102,0,0,0,0,20,0,47,4,26,0,0,0,0,0,40,0,17,0,0,Moderate Engagement
527742,0,0,0,0,103,0,58,0,16,0,0,0,0,88,5,0,8,0,0,Moderate Engagement
528432,0,0,0,0,34,1,90,3,225,0,0,0,0,36,15,0,11,0,0,Moderate Engagement
534588,0,0,0,0,54,0,9,0,39,0,0,0,0,0,8,0,2,1,0,Moderate Engagement
534715,0,0,0,0,0,0,135,0,262,0,0,0,0,0,46,0,48,0,0,Moderate Engagement
534884,0,0,0,0,0,0,44,0,82,0,0,0,0,17,8,0,10,1,0,Moderate Engagement
536767,0,0,0,0,2,0,19,1,20,0,0,0,0,0,5,0,15,1,0,Moderate Engagement
541123,0,0,0,0,0,0,7,0,11,0,0,0,0,0,3,0,0,0,0,Moderate Engagement
541995,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Moderate Engagement
545964,0,0,0,0,10,0,139,0,422,0,0,0,4,115,18,0,12,0,0,Moderate Engagement
546250,0,0,0,0,30,2,58,6,138,0,0,0,0,7,24,0,14,2,0,Moderate Engagement
549288,0,0,0,0,0,0,7,0,7,0,0,0,0,0,1,0,1,0,0,Moderate Engagement
550081,0,0,0,0,597,0,254,14,53,0,0,0,0,0,12,0,14,0,0,Moderate Engagement
550245,0,0,0,0,0,1,71,0,57,0,0,0,0,6,37,0,33,1,0,Moderate Engagement
551000,0,0,0,0,39,0,139,0,207,0,0,0,0,128,11,0,21,1,0,Moderate Engagement
551237,0,0,0,0,52,0,43,0,89,0,0,0,0,0,13,0,12,0,0,Moderate Engagement
551276,0,0,0,0,0,0,3,0,24,0,0,0,0,0,1,0,2,0,0,Moderate Engagement
551922,0,0,0,0,5,0,92,0,134,0,0,0,0,94,26,0,34,0,0,Moderate Engagement
554599,0,0,0,0,20,0,93,0,152,0,0,0,0,1,24,0,10,1,0,Moderate Engagement
556290,0,0,0,0,0,0,40,0,38,0,0,0,0,45,13,0,6,1,0,Moderate Engagement
557085,14,2,0,0,716,7,1123,7,2990,0,17,3,26,2733,68,0,503,33,2,High Engagement
559973,0,0,0,0,0,0,50,0,112,0,0,0,0,110,19,0,12,1,0,Moderate Engagement
560652,0,0,0,0,0,0,120,0,427,0,0,0,3,145,13,0,25,2,0,Moderate Engagement
561979,0,0,0,0,7,0,22,0,17,0,0,0,0,0,4,0,5,0,0,Moderate Engagement
568019,0,0,0,0,0,0,145,0,243,0,0,0,0,108,27,0,12,1,0,Moderate Engagement
568775,0,0,0,0,4,2,117,0,36,0,0,0,0,72,10,0,18,46,0,Moderate Engagement
570692,0,0,0,0,0,1,33,0,26,0,0,0,0,0,14,0,10,0,0,Moderate Engagement
571395,0,0,0,0,0,0,15,1,10,0,0,0,0,0,4,0,10,0,0,Moderate Engagement
571641,0,0,0,0,210,4,85,1,74,0,0,0,0,14,11,0,36,1,0,Moderate Engagement
571868,0,0,0,0,1,0,15,0,16,0,0,0,0,0,4,0,5,1,0,Moderate Engagement
572101,0,0,0,0,0,4,210,0,458,0,0,0,0,187,42,0,14,0,0,Moderate Engagement
572106,0,0,0,0,0,0,9,0,0,0,0,0,0,18,0,0,6,0,0,Moderate Engagement
572119,0,0,0,0,10,2,73,4,205,0,0,0,0,0,28,0,19,0,0,Moderate Engagement
572306,0,0,0,0,11,0,44,6,131,0,0,0,0,0,10,0,27,1,0,Moderate Engagement
572371,0,0,0,0,0,0,52,0,171,0,0,0,0,50,5,0,5,0,0,Moderate Engagement
573252,0,0,0,0,0,0,8,0,4,0,0,0,0,0,11,0,4,0,0,Moderate Engagement
573554,0,0,0,0,19,2,36,0,65,0,0,0,0,79,13,0,41,0,0,Moderate Engagement
573873,0,0,0,0,0,0,8,0,6,0,0,0,0,0,6,0,7,2,0,Moderate Engagement
574063,0,0,0,0,29,0,50,0,275,0,0,0,0,103,21,0,19,0,0,Moderate Engagement
574244,0,0,0,0,7,0,143,0,294,0,0,0,0,100,25,0,17,1,0,Moderate Engagement
574841,0,0,0,0,0,0,191,0,562,0,0,0,0,0,46,0,17,2,0,Moderate Engagement
575404,0,0,0,0,15,0,116,0,282,0,0,0,0,7,56,0,22,1,0,Moderate Engagement
575892,0,0,0,0,0,0,10,0,13,0,0,0,0,0,11,0,0,1,0,Moderate Engagement
576203,0,0,0,0,0,0,7,0,33,0,0,0,0,0,3,0,2,1,0,Moderate Engagement
576262,0,0,0,0,52,0,20,2,22,0,0,0,0,27,5,0,12,0,0,Moderate Engagement
576913,0,0,0,0,43,0,80,0,165,0,0,0,0,0,13,0,7,2,0,Moderate Engagement
577354,0,0,0,0,6,1,21,0,89,0,0,0,0,0,73,0,20,1,0,Moderate Engagement
577728,0,0,0,0,0,1,52,0,44,0,0,0,0,0,18,0,21,4,0,Moderate Engagement
578418,0,0,0,0,44,0,46,2,260,0,0,0,4,0,3,0,6,0,0,Moderate Engagement
578439,0,0,0,0,0,0,31,0,20,0,0,0,0,0,5,0,15,1,0,Moderate Engagement
579161,0,0,0,0,64,0,37,0,22,0,0,0,0,1,7,0,4,2,0,Moderate Engagement
579201,0,0,0,0,59,1,131,0,173,0,0,0,0,192,15,0,15,0,0,Moderate Engagement
579251,0,0,0,0,14,0,51,0,79,0,0,0,0,0,10,0,14,4,0,Moderate Engagement
579409,0,0,0,0,80,0,39,2,183,0,0,0,0,0,10,0,4,0,0,Moderate Engagement
579486,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,2,0,Moderate Engagement
581178,0,0,0,0,4,0,140,0,103,0,0,0,0,290,35,0,47,1,0,Moderate Engagement
582040,0,0,0,0,0,0,44,7,33,0,0,0,0,0,13,0,26,2,0,Moderate Engagement
582348,0,0,0,0,19,0,33,1,81,0,0,0,0,0,23,0,2,0,0,Moderate Engagement
582694,0,0,0,0,89,0,69,2,76,0,0,0,0,115,22,0,13,0,0,Moderate Engagement
582816,0,0,0,0,0,0,6,0,15,0,0,0,0,0,22,0,4,0,0,Moderate Engagement
582933,0,0,0,0,0,0,70,0,89,0,0,0,0,24,9,0,2,0,0,Moderate Engagement
583954,0,0,0,0,21,2,81,1,207,0,0,0,0,1,32,0,34,1,0,Moderate Engagement
585074,0,0,0,0,0,1,12,0,0,0,0,0,0,1,2,0,4,1,0,Moderate Engagement
585762,0,0,0,0,0,0,75,1,320,0,0,0,0,0,18,0,13,1,0,Moderate Engagement
585963,0,0,0,0,25,0,99,0,374,0,0,0,0,29,2,0,9,0,0,Moderate Engagement
586180,0,0,0,0,0,2,39,0,127,0,0,0,0,176,21,0,19,0,0,Moderate Engagement
586398,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,4,0,0,Moderate Engagement
586561,0,0,0,0,40,4,60,1,49,0,0,0,0,10,4,0,8,2,0,Moderate Engagement
586818,0,0,0,0,4,0,139,0,417,0,0,0,0,82,22,0,25,1,0,Moderate Engagement
587037,0,0,0,0,10,0,36,1,34,0,0,0,0,0,5,0,10,2,0,Moderate Engagement
587434,0,0,0,0,6,0,10,0,2,0,0,0,0,0,1,0,2,0,0,Moderate Engagement
587860,0,0,0,0,0,2,52,1,15,0,0,0,0,0,37,0,16,0,0,Moderate Engagement
588062,0,0,0,0,40,0,39,2,54,0,0,0,0,0,11,0,6,0,0,Moderate Engagement
588166,0,0,0,0,0,0,38,0,65,0,0,0,0,0,8,0,8,0,0,Moderate Engagement
588207,0,0,0,0,4,0,111,0,179,0,0,0,0,28,24,0,39,5,0,Moderate Engagement
588251,0,0,0,0,84,0,121,0,318,0,0,0,4,65,6,0,3,3,0,Moderate Engagement
588991,0,0,0,0,0,0,16,0,8,0,0,0,0,0,1,0,4,2,0,Moderate Engagement
589935,0,0,0,0,7,0,32,0,17,0,0,0,0,0,11,0,9,2,0,Moderate Engagement
589968,0,0,0,0,5,0,9,0,48,0,0,0,0,0,7,0,2,1,0,Moderate Engagement
590086,0,0,0,0,30,1,71,0,436,0,0,0,0,22,16,0,13,0,0,Moderate Engagement
590122,0,0,0,0,0,0,54,0,423,0,0,0,0,104,2,0,4,0,0,Moderate Engagement
590416,0,0,0,0,1,3,79,6,255,0,0,0,0,30,16,0,15,0,0,Moderate Engagement
590764,0,0,0,0,83,0,152,0,276,0,0,0,0,127,29,0,26,0,0,Moderate Engagement
590867,0,0,0,0,28,0,51,0,17,0,0,0,0,0,15,0,33,13,0,Moderate Engagement
591159,0,0,0,0,12,0,40,1,21,0,0,0,0,8,177,0,11,2,0,Moderate Engagement
591986,0,0,0,0,0,0,61,0,98,0,0,0,0,5,17,0,22,2,0,Moderate Engagement
591999,0,0,0,0,12,0,92,0,225,0,0,0,0,72,8,0,17,0,0,Moderate Engagement
592262,0,0,0,0,57,1,36,0,63,0,0,0,0,1,14,0,13,0,0,Moderate Engagement
592815,0,0,0,0,391,1,229,1,25,0,0,0,0,95,3,0,9,8,0,Moderate Engagement
593000,0,0,0,0,0,1,30,2,35,0,0,0,0,26,19,0,13,1,0,Moderate Engagement
593583,0,0,0,0,0,0,20,0,5,0,0,0,0,0,7,0,9,3,0,Moderate Engagement
593819,0,0,0,0,51,0,66,0,69,0,0,0,0,110,41,0,13,0,0,Moderate Engagement
595137,0,0,0,0,0,0,46,2,46,0,0,0,0,0,10,0,9,2,0,Moderate Engagement
595421,0,0,0,0,0,1,88,0,294,0,0,0,0,38,27,0,16,0,0,Moderate Engagement
595892,0,0,0,0,12,0,49,1,256,0,0,0,0,112,33,0,25,1,0,Moderate Engagement
596072,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,Moderate Engagement
596151,0,0,0,0,0,1,73,0,43,0,0,0,0,0,12,0,15,5,0,Moderate Engagement
596496,0,0,0,0,0,0,5,0,22,0,0,0,0,0,1,0,2,0,0,Moderate Engagement
597532,0,0,0,0,105,0,135,0,9,0,0,0,0,71,34,0,28,7,0,Moderate Engagement
597539,0,0,0,0,0,0,28,0,46,0,0,0,0,1,8,0,3,0,0,Moderate Engagement
597744,0,0,0,0,0,0,35,0,47,0,0,0,0,35,14,0,1,0,0,Moderate Engagement
597853,0,0,0,0,24,2,58,0,36,0,0,0,0,13,12,0,17,1,0,Moderate Engagement
598035,0,0,0,0,0,0,15,0,37,0,0,0,0,0,56,0,3,1,0,Moderate Engagement
598201,0,0,0,0,15,3,104,2,184,0,0,0,0,0,34,0,26,0,0,Moderate Engagement
598313,0,0,0,0,2,1,80,0,435,0,0,0,3,144,17,0,10,2,0,Moderate Engagement
598395,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,Moderate Engagement
598581,0,0,0,0,5,0,80,4,433,0,0,0,5,78,9,0,6,1,0,Moderate Engagement
598769,0,0,0,0,0,0,75,0,62,0,0,0,0,26,27,0,24,2,0,Moderate Engagement
599108,0,0,0,0,2,1,31,0,78,0,0,0,0,152,8,0,15,3,0,Moderate Engagement
599323,0,0,0,0,81,3,64,0,169,0,0,0,0,0,9,0,13,0,0,Moderate Engagement
600398,0,0,0,0,34,0,91,4,290,0,0,0,0,0,13,0,11,0,0,Moderate Engagement
600404,0,0,0,0,0,0,44,0,69,0,0,0,0,1,17,0,3,0,0,Moderate Engagement
600463,0,0,0,0,6,0,36,0,80,0,0,0,0,0,10,0,8,1,0,Moderate Engagement
600658,0,0,0,0,0,0,35,0,24,0,0,0,0,10,6,0,8,2,0,Moderate Engagement
600664,0,0,0,0,243,0,125,0,277,0,0,0,0,0,16,0,7,0,0,Moderate Engagement
601316,0,0,0,0,0,0,25,0,48,0,0,0,0,40,11,0,16,2,0,Moderate Engagement
601803,0,0,0,0,30,1,54,2,56,0,0,0,0,58,11,0,17,1,0,Moderate Engagement
601930,0,0,0,0,0,0,20,0,14,0,0,0,0,0,3,0,1,0,0,Moderate Engagement
